Unnamed: 0,CIS20CD,date,sars_cov2_gc_l_mean,suspended_solids_mg_l,ammonia_mg_l,ophosph_mg_l,sample_ph_pre_ansis,control_gc_l_mean,reac_vol_control,raw_ansis_sars_repc_std,grab_compo_boo,sars_below_lod,sars_below_loq,reception_delay,catchment_population_ons_mid_2019,catchment_area,catch_in_cis_prop,catch_cis_population,median_prob,ll,ul
3634,J06000164,2020-10-05,2384.8392283121757,170.0,31.0,2.900000095367432,7.800000190734862,10859800.0,2.0,0.0878152847290039,0.0,0.0,0.0,23.45,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.4524354923632047,0.3227971421782301,0.6364521968228587
3635,J06000164,2020-10-07,12246.235298156733,249.99999999999997,40.0,3.900000095367432,7.800000190734862,10859800.0,2.0,25.299849033355713,0.0,0.0,0.0,23.033333333333335,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.4929047438593855,0.3530177868203487,0.6908213925507476
3636,J06000164,2020-10-09,12246.235298156733,249.99999999999997,47.0,4.099999904632568,7.800000190734862,10859800.0,2.0,25.299849033355713,0.0,0.0,0.0,23.566666666666663,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.5374457517252904,0.3862482301907208,0.7506177786609501
3637,J06000164,2020-10-11,22107.63136800129,180.0,47.0,3.0,7.800000190734862,10859800.0,2.0,50.51188278198242,0.0,1.0,0.0,22.7,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.5860585159609193,0.4224884722893465,0.8158413551534665
3638,J06000164,2020-10-12,15506.574727376292,249.99999999999997,49.0,4.099999904632568,7.800000190734862,10859800.0,2.0,35.792240142822266,0.0,0.0,0.0,22.966666666666665,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.6103648980787337,0.4406085933386594,0.8484531433997246
3639,J06000164,2020-10-14,7822.56640625,170.0,45.0,3.5999999046325684,7.800000190734862,10859800.0,2.0,6.112781524658203,0.0,0.0,0.0,22.7,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.6589776623143626,0.4768488354372851,0.9136767198922408
3640,J06000164,2020-10-16,9080.067128499364,130.0,31.0,2.700000047683716,7.800000190734862,10859800.0,2.0,12.64011573791504,0.0,0.0,0.0,23.933333333333337,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.7107123926337802,0.5142971871157594,0.984968428742362
3641,J06000164,2020-10-18,58546.5390625,170.0,40.0,3.0999999046325684,7.800000190734862,10859800.0,2.0,88.82693481445312,0.0,1.0,0.0,23.1,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.7655690890369864,0.5529536483740822,1.062328269950088
3642,J06000164,2020-10-19,20871.101053873703,290.0,56.0,4.800000190734863,7.800000190734862,10859800.0,2.0,54.84209060668946,0.0,1.0,0.0,22.283333333333335,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.7929974372385896,0.5722818790032437,1.101008190553951
3643,J06000164,2020-10-21,9334.00853474935,350.0,24.0,2.700000047683716,7.800000190734862,10859800.0,2.0,26.538629531860355,0.0,0.0,0.0,23.066666666666663,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.8478541336417958,0.6109383402615666,1.178368031761677
3644,J06000164,2020-10-23,74633.36922200525,200.0,43.0,3.700000047683716,7.800000190734862,10859800.0,2.0,67.67503356933594,0.0,1.0,0.0,22.9,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.8835106376026758,0.6363817346570563,1.2310376509166814
3645,J06000164,2020-10-25,11689.265157063834,140.0,27.000000000000004,2.5,7.800000190734862,10859800.0,2.0,22.594409942626953,0.0,0.0,0.0,24.1,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.8999669491212295,0.6486120621897129,1.2590170480189642
3646,J06000164,2020-10-26,24775.837890625,240.0,44.0,3.900000095367432,7.800000190734862,10859800.0,2.0,64.33602905273435,0.0,1.0,0.0,24.416666666666668,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.9081951048805064,0.6547272259560412,1.2730067465701058
3647,J06000164,2020-10-28,27524.445312499993,350.0,48.0,4.300000190734863,7.800000190734862,10859800.0,2.0,57.37641906738281,0.0,1.0,0.0,23.283333333333335,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.92465141639906,0.6669575534886978,1.3009861436723886
3648,J06000164,2020-10-30,25560.95218912766,160.0,37.0,3.0999999046325684,7.800000190734862,10859800.0,2.0,19.82196807861328,0.0,1.0,0.0,23.183333333333337,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.9382904022468312,0.6777320283932196,1.3212788842379457
3649,J06000164,2020-11-01,26794.736328125,89.0,23.0,2.0,7.800000190734862,10859800.0,2.0,22.97373962402344,0.0,1.0,0.0,22.866666666666667,864311.0,323.3958603280103,1.967675605365612,322466.6135585272,0.9491120624238194,0.6870506506696067,1.333884968266777
